SHIP,SURVEY,STATION,EVENT_ID,GEAR,NETINWATER,EQ_TIME,EQ_LATITUDE,EQ_LONGITUDE,HB_TIME,HB_LATITUDE,HB_LONGITUDE,NETOUTOFWATER,DOORSOUT,DO_LATITUDE,DO_LONGITUDE,AVG_NET_VERT_OPENING,AVG_NET_HORI_OPENING,AVG_HEAD_ROPE_DEPTH,AVG_TRAWL_WIRE_OUT,BOTTOM_DEPTH_END,BOTTOM_DEPTH_START,EVENT_TYPE,PERFORMANCE_CODE,COMMENTS
135,202301,16,80,Bongo,09052023 01:16:38.824,09052023 01:18:17.836,61.4939,-170.0106,,,,09052023 01:20:27.638,,,,,,,,,,11,0,
135,202301,16,79,Benthic Grab,,09052023 01:07:55.151,61.4969,-170.0197,,,,,,,,,,,,42,42,56,0,
135,202301,16,78,CTD,,09052023 00:57:59.184,61.4993,-170.0285,09052023 01:00:09.761,61.4988,-170.0266,,,,,,,,,,,51,0,
135,202301,15,77,CanTrawl,,09042023 21:41:29.149,61.5023,-170.977,09042023 22:11:34.247,61.5098,-170.8923,,09042023 21:38:14.512,61.5015,-170.9869,23.26,51.79,,330,47,45,50,0,Hit Doors Out 2 minutes late.
135,202301,15,76,3m Beam Trawl,09042023 20:54:51.881,09042023 21:01:35.349,61.4881,-170.9901,09042023 21:11:37.398,61.4858,-170.9956,09042023 21:19:33.977,,,,,,,,45,45,3,0,
135,202301,15,75,Bongo,09042023 20:47:26.739,09042023 20:48:39.483,61.4924,-170.9867,,,,09042023 20:50:11.122,,,,,,,,,,11,0,
135,202301,15,74,Benthic Grab,,09042023 20:42:43.339,61.4933,-170.9921,,,,,,,,,,,,45,45,56,0,
135,202301,15,73,CTD,,09042023 20:34:23.833,61.4923,-170.999,09042023 20:37:25.414,61.493,-170.9965,,,,,,,,,,,51,0,
135,202301,14,72,CanTrawl,,09042023 17:08:36.112,61.0106,-170.9948,09042023 17:38:52.359,61.0457,-171.0194,,09042023 17:00:41.719,60.9999,-170.9873,23.16,52.9,,330,50,50,50,0,
135,202301,14,71,3m Beam Trawl,09042023 16:25:42.360,09042023 16:33:13.949,60.9923,-170.992,09042023 16:40:16.104,60.9907,-170.9895,09042023 16:48:34.565,,,,,,,,50,50,3,0,
135,202301,14,70,Bongo,09042023 16:17:23.624,09042023 16:19:05.079,60.9971,-170.9989,,,,09042023 16:21:22.112,,,,,,,,,,11,0,
135,202301,14,69,Benthic Grab,,09042023 16:10:39.016,60.9982,-171.0028,,,,,,,,,,,,50,50,56,0,
135,202301,14,68,CTD,,09042023 16:01:00.674,60.9975,-171.0055,09042023 16:02:57.614,60.9976,-171.0048,,,,,,,,,,,51,0,
135,202301,13,67,CanTrawl,,09042023 03:09:45.183,60.9996,-170.0191,09042023 03:39:49.796,61.0105,-170.0878,,09042023 02:58:53.071,60.9949,-169.991,24.05,51.51,,330,43,42,50,0,
135,202301,13,66,3m Beam Trawl,09042023 02:30:55.506,09042023 02:35:57.056,60.9959,-169.9909,09042023 02:41:11.900,60.9953,-169.9864,09042023 02:47:08.913,,,,,,,,42,42,3,0,
135,202301,13,65,Bongo,09042023 02:23:54.916,09042023 02:24:47.931,60.9965,-169.9979,,,,09042023 02:26:34.423,,,,,,,,,,11,0,
135,202301,13,64,Benthic Grab,,09042023 02:18:22.143,60.9978,-169.9923,,,,,,,,,,,,42,42,56,0,
135,202301,13,63,CTD,,09042023 02:09:57.544,60.9995,-169.9874,09042023 02:11:58.673,60.999,-169.9886,,,,,,,,,,,51,0,
135,202301,12,62,CanTrawl,,09032023 21:52:22.323,60.9993,-168.9951,09032023 22:22:26.095,60.9962,-169.0477,,09032023 21:43:27.377,61.0018,-168.9779,25.21,54.06,,330,33,32,50,0,
135,202301,12,61,3m Beam Trawl,09032023 21:15:08.432,09032023 21:19:36.040,61.0023,-168.983,09032023 21:24:37.117,61.003,-168.9772,09032023 21:29:31.598,,,,,,,,32,32,3,0,
135,202301,12,60,Bongo,09032023 21:04:53.632,09032023 21:06:31.411,60.9964,-168.9812,,,,09032023 21:08:08.761,,,,,,,,,,11,0,ENO FASTCAT. 30M WIRE OUT
135,202301,12,59,Benthic Grab,,09032023 20:51:59.738,60.9986,-168.9781,,,,,,,,,,,,32,32,56,-5,
135,202301,12,58,CTD,,09032023 20:47:03.416,60.9993,-168.9789,09032023 20:47:04.206,60.9993,-168.9788,,,,,,,,,,,51,0,
135,202301,11,57,CanTrawl,,09032023 16:10:39.398,61.0008,-168.0331,09032023 16:40:44.857,61.0018,-168.1026,,,,,24.43,52.32,,265,23,23,50,0,
135,202301,,56,3m Beam Trawl,09022023 21:54:53.614,09022023 21:58:37.055,60.9982,-167.97,09022023 22:03:38.693,60.9997,-167.9731,,,,,,,,,,,0,0,
135,202301,11,55,Bongo,,09022023 21:47:14.099,60.9965,-167.9646,,,,,,,,,,,,,,11,0,
135,202301,11,54,Benthic Grab,,09022023 21:40:59.087,60.9971,-167.9703,,,,,,,,,,,,24,24,56,-5,FAILEED DUE TO 14FT WAVES
135,202301,11,53,CTD,,09022023 21:36:15.583,60.9978,-167.9756,09022023 21:36:16.427,60.9978,-167.9756,,,,,,,,,,,51,0,
135,202301,10,52,CanTrawl,,09022023 16:59:47.479,60.9966,-167.0013,09022023 17:29:50.493,61.0018,-167.0609,,09022023 16:58:11.648,60.9963,-166.9979,19.7,49.96,,225,18,16,50,0,Doors In hit late
135,202301,10,51,3m Beam Trawl,09022023 16:29:58.165,09022023 16:32:11.987,60.9943,-166.9796,09022023 16:37:12.696,60.9915,-166.9763,09022023 16:39:31.500,,,,,,,,16,16,3,0,
135,202301,10,50,Bongo,,09022023 16:23:03.539,60.9978,-166.9835,,,,,,,,,,,,,,11,0,
135,202301,10,49,Benthic Grab,,09022023 16:16:59.872,60.9987,-166.9851,,,,,,,,,,,,15,15,56,0,
135,202301,10,48,CTD,,09022023 16:14:41.879,60.9987,-166.9857,09022023 16:14:42.478,60.9987,-166.9857,,,,,,,,,,,51,6,CTD Pump not initializing.
135,202301,9,47,CanTrawl,,09022023 01:49:23.337,60.507,-167.0069,09022023 02:19:27.549,60.5367,-166.9997,,09022023 01:40:14.554,60.4963,-167.01,22.07,54.41,,300,23.5,20,50,0,
135,202301,9,46,3m Beam Trawl,09022023 01:16:09.617,09022023 01:18:51.050,60.4927,-167.0348,09022023 01:23:56.917,60.4942,-167.0305,09022023 01:27:31.911,,,,,,,,20,20,3,-6,
135,202301,9,45,Bongo,09022023 01:09:56.338,09022023 01:10:51.437,60.4934,-167.0367,,,,09022023 01:11:42.031,,,,,,,,,,11,0,
135,202301,9,44,Benthic Grab,,09022023 01:05:35.907,60.495,-167.0343,,,,,,,,,,,,2,20,56,0,
135,202301,9,43,CTD,,09022023 01:00:20.801,60.4961,-167.032,09022023 01:02:30.996,60.4955,-167.0329,,,,,,,,,,,51,0,
135,202301,8,42,CanTrawl,,09012023 21:14:25.853,60.4988,-167.9975,09012023 21:44:29.437,60.4969,-167.9308,,09012023 21:05:49.764,60.4992,-168.0212,23.2,55.25,,330,25,25,50,0,
135,202301,8,41,3m Beam Trawl,09012023 20:42:00.225,09012023 20:44:18.679,60.4955,-168.0231,09012023 20:49:20.986,60.4981,-168.0261,09012023 20:53:17.983,,,,,,,,24,25,3,0,Net in water hit late.
135,202301,8,40,Bongo,09012023 20:35:31.110,09012023 20:36:24.107,60.4942,-168.0191,,,,09012023 20:37:26.011,,,,,,,,,,11,0,
135,202301,8,39,Benthic Grab,,09012023 20:30:44.727,60.4962,-168.0178,,,,,,,,,,,,25,25,56,0,
135,202301,8,38,CTD,,09012023 20:22:14.832,60.4988,-168.0172,09012023 20:27:50.042,60.4972,-168.0172,,,,,,,,,,,51,0,
135,202301,7,37,CanTrawl,,09012023 16:55:20.220,60.5005,-168.9812,09012023 17:25:21.880,60.5014,-168.9062,,09012023 16:47:40.774,60.5002,-169.0033,23.42,55.65,,330,33,33,50,0,
135,202301,7,36,3m Beam Trawl,09012023 16:21:05.871,09012023 16:25:01.586,60.4964,-169.0048,09012023 16:30:02.818,60.4996,-169.0051,09012023 16:36:29.233,,,,,,,,32,33,3,0,Net out of water 30 seconds late.
135,202301,7,35,Bongo,09012023 16:13:41.202,09012023 16:14:43.257,60.4941,-169.0013,,,,09012023 16:16:22.992,,,,,,,,,,11,0,
135,202301,7,34,Benthic Grab,,09012023 16:07:30.610,60.4945,-169.0037,,,,,,,,,,,,33,33,56,0,
135,202301,7,33,CTD,,09012023 15:59:19.352,60.4941,-169.0065,09012023 16:02:17.035,60.4943,-169.0055,,,,,,,,,,,51,0,
135,202301,6,32,CanTrawl,,09012023 03:59:20.500,60.5023,-169.9971,09012023 04:29:24.608,60.5199,-169.9314,,09012023 03:51:32.602,60.4971,-170.0154,22.85,55.4,,330,44,45,50,0,
135,202301,6,31,3m Beam Trawl,09012023 03:15:19.496,09012023 03:21:26.627,60.4999,-170.0219,09012023 03:31:29.052,60.4967,-170.0271,09012023 03:39:52.402,,,,,,,,46,45,3,0,
135,202301,6,30,Bongo,09012023 03:06:55.681,09012023 03:08:11.869,60.5031,-170.0099,,,,09012023 03:10:12.034,,,,,,,,,,11,0,
135,202301,6,29,Benthic Grab,,09012023 03:01:55.148,60.5021,-170.0075,,,,,,,,,,,,45,45,56,0,
135,202301,6,28,CTD,,09012023 02:52:36.551,60.5008,-170.0052,09012023 02:54:10.558,60.501,-170.0058,,,,,,,,,,,51,0,
135,202301,5,27,CanTrawl,,08312023 22:59:07.227,60.4968,-170.996,08312023 23:29:11.008,60.4945,-170.937,,08312023 22:50:56.886,60.4979,-171.0152,20.17,52.32,,330,58,59,50,0,
135,202301,5,26,3m Beam Trawl,08312023 22:13:42.882,08312023 22:18:57.223,60.4861,-171.0069,08312023 22:24:29.992,60.4869,-171.0026,08312023 22:32:21.210,,,,,,,,57,58,3,0,Towed extra 30 seconds to ensure good bottom contact with swell. BOTTOM TIME WAS SHORT
135,202301,5,25,Bongo,08312023 22:04:12.360,08312023 22:05:49.010,60.4823,-171.0106,,,,08312023 22:07:44.077,,,,,,,,,,11,0,
135,202301,5,24,Benthic Grab,,08312023 21:58:14.083,60.482,-171.0067,,,,,,,,,,,,58,58,56,0,
135,202301,,23,CTD,,08312023 21:50:08.219,60.4823,-171.0026,08312023 21:50:08.916,60.4823,-171.0026,,,,,,,,,,,0,0,
135,202301,4,22,CanTrawl,,08312023 17:19:13.726,59.9985,-170.9981,08312023 17:49:14.571,60.0142,-170.9365,,08312023 17:08:34.540,59.9925,-171.0215,22.36,51.17,,330,64,64,50,0,
135,202301,4,21,3m Beam Trawl,08312023 16:28:40.450,08312023 16:34:50.871,60.0031,-171.0112,08312023 16:39:52.811,60.0025,-171.007,08312023 16:48:12.799,,,,,,,,64,64,3,0,
135,202301,4,20,3m Beam Trawl,08312023 16:18:21.589,08312023 16:20:05.388,60.0022,-171.0204,08312023 16:20:09.238,60.0022,-171.0204,08312023 16:22:57.420,,,,,,,,64,64,3,0,Change from 3mBT
135,202301,4,19,Benthic Grab,,08312023 16:11:28.082,60.0016,-171.0172,,,,,,,,,,,,64,64,56,0,
135,202301,4,18,CTD,,08312023 15:58:38.259,60.0016,-171.0131,08312023 16:02:50.793,60.0016,-171.0145,,,,,,,,,,,51,0,
135,202301,3,17,CanTrawl,,08312023 02:11:38.811,59.9979,-170.0112,08312023 02:41:39.391,59.9904,-170.0702,,08312023 02:05:53.745,60.0002,-169.9961,23.34,54.33,,330,52,49,50,0,
135,202301,3,16,3m Beam Trawl,08312023 01:36:44.422,08312023 01:41:42.867,60.0062,-169.9737,08312023 01:46:44.071,60.0073,-169.9782,08312023 01:52:51.809,,,,,,,,49,49,3,0,
135,202301,3,15,Bongo,08312023 01:28:48.552,08312023 01:30:21.288,60.0031,-169.9585,,,,08312023 01:32:32.718,,,,,,,,,,11,0,
135,202301,3,14,Benthic Grab,,08312023 01:24:17.638,60.0023,-169.9539,,,,,,,,,,,,49,49,56,0,
135,202301,3,13,CTD,,08312023 01:18:35.832,60.0022,-169.9525,08312023 01:18:36.283,60.0022,-169.9525,,,,,,,,,,,51,0,
135,202301,2,12,CanTrawl,,08302023 22:01:55.463,60.0042,-169.0205,08302023 22:31:57.204,60.0102,-169.0992,,08302023 21:54:51.981,60.0013,-168.9992,20.27,54.27,,330,38,36,50,0,
135,202301,2,11,3m Beam Trawl,08302023 21:23:27.230,08302023 21:27:45.652,59.9972,-169.0014,08302023 21:32:45.922,59.9971,-169.0078,08302023 21:37:13.262,,,,,,,,36,36,3,0,
135,202301,2,10,3m Beam Trawl,08302023 21:09:36.192,08302023 21:12:20.213,59.998,-168.9817,08302023 21:17:20.976,59.9977,-168.988,08302023 21:21:57.367,,,,,,,,36,36,3,-6,
135,202301,2,9,Bongo,,08302023 21:03:29.875,59.998,-168.9697,,,,,,,,,,,,,,11,0,
135,202301,2,8,Benthic Grab,,08302023 20:55:55.743,59.9992,-168.9651,,,,,,,,,,,,35,35,56,0,
135,202301,2,7,CTD,,08302023 20:51:29.594,60,-168.9633,08302023 20:51:31.297,60,-168.9633,,,,,,,,,,,51,0,EQ and HB at end of cast.
135,202301,1,6,CanTrawl,,08302023 17:21:46.517,60.003,-168.0229,08302023 17:51:49.753,60.0084,-168.0859,,08302023 17:12:04.958,60.0005,-167.9991,21.36,55.52,,330,24,21,50,0,
135,202301,1,5,3m Beam Trawl,,08302023 16:42:35.221,60.004,-168.0055,08302023 16:47:39.446,60.0055,-168.0084,,,,,,,,,21,21,3,0,
135,202301,1,4,3m Beam Trawl,,08302023 16:25:44.168,59.9988,-167.9993,08302023 16:30:46.447,60.0002,-168.0029,,,,,,,,38,21,21,3,-6,Net not on bottom.  Delete event.
135,202301,1,3,Bongo,08302023 16:14:41.725,08302023 16:15:12.174,60.0019,-168.0091,,,,08302023 16:16:03.650,,,,,,,,,,11,0,
135,202301,1,2,Benthic Grab,,08302023 16:07:47.373,60.0019,-168.01,,,,,,,,,,,,21,21,56,0,
135,202301,1,1,CTD,,08302023 16:00:47.382,60.0023,-168.012,08302023 16:02:05.307,60.0022,-168.0117,,,,,,,,,,,51,0,
