StationID,EventCode,LME,SampleYear,CruiseID,VesselCode,StationNumber,MasterStationName,GearCode,Gear Description,Tow Type,TrawlPerformance,HaulDate,GearInTime,EQTime,HaulbackTime,GearOUtTime,Gear In Latitude,EQ Latitude,Haulback Latitude,GearOut Latitude,Gear In Longitude,EQ Longitude,Haulback Longitude,GearOut Longitude,Speed,Gear Depth,Bottom DepthStart,BottomDepthEnd,AvgNetHorizontalOpening,HorizSpreadEstimate,AvgNetVerticalOpening,VertSpreadEstimate,MWO,Notes,BSIERP_Region_Code,Oceanographic_Domain_Code
20030101087,03,Bering Sea,2003,1SS03,01,87,58-163,400601,,S,G/S,9/12/2003,,9/12/2003,9/12/2003,,,57.991,58.0292,,,-162.9942,-163.0222,,4.9,,37.8,,62.18,FALSE,10.06,FALSE,331.01,,12,1
20030101088,03,Bering Sea,2003,1SS03,01,88,58.25-163,400601,,S,G/S,9/12/2003,,9/12/2003,9/12/2003,,,58.236,58.2698,,,-162.9867,-163.0112,,4.4,,34,,60.9,FALSE,13.35,FALSE,331.01,,12,1
20030101089,03,Bering Sea,2003,1SS03,01,89,58.5-163,400601,,S,G/S,9/12/2003,,9/12/2003,9/13/2003,,,58.517,58.4713,,,-163.007,-162.9887,,5.5,,25.6,,63.83,FALSE,12.07,FALSE,331.01,Strong tide.,12,1
20030101090,03,Bering Sea,2003,1SS03,01,90,58.75-163,400601,,S,G/S,9/13/2003,,9/13/2003,9/13/2003,,,58.752,58.7505,,,-162.992,-163.0777,,5.5,,24.5,,55.78,FALSE,10.61,FALSE,331.01,weird current,12,1
20030101091,03,Bering Sea,2003,1SS03,01,91,58.5-162,400601,,S,G/S,9/13/2003,,9/13/2003,9/13/2003,,,58.5185,58.5078,,,-162.0742,-162.0322,,2.9,,34.1,,61.08,FALSE,11.52,FALSE,331.01,Strong current,0,1
20030101092,03,Bering Sea,2003,1SS03,01,92,58.25-162,400601,,S,G/S,9/13/2003,,9/13/2003,9/13/2003,,,58.2598,58.2438,,,-162.0408,-161.9782,,4.5,,43,,60.35,FALSE,13.53,FALSE,331.01,,12,1
20030101094,03,Bering Sea,2003,1SS03,01,94,57.75-162,400601,,S,G/S,9/13/2003,,9/13/2003,9/14/2003,,,57.7565,57.7368,,,-162.027,-161.9525,,5.4,,42.3,,60.53,FALSE,13.72,FALSE,331.01,,12,1
20030101095,03,Bering Sea,2003,1SS03,01,95,57.5-162,400601,,S,G/S,9/14/2003,,9/14/2003,9/14/2003,,,57.5122,57.492,,,-162.0392,-161.981,,4.5,,45.8,,60.35,FALSE,12.26,FALSE,331.01,,12,1
20030101096,03,Bering Sea,2003,1SS03,01,96,57.25-162,400601,,S,G/S,9/14/2003,,9/14/2003,9/14/2003,,,57.278,57.246,,,-162.0455,-161.988,,4.2,,49.1,,63.46,FALSE,11.16,FALSE,331.01,,12,1
20030101097,03,Bering Sea,2003,1SS03,01,97,57-162,400601,,S,G/S,9/14/2003,,9/14/2003,9/14/2003,,,57.0175,56.985,,,-162.0218,-162.0002,,4.5,,56,,62.73,FALSE,12.8,FALSE,331.01,,13,2
20030101098,03,Bering Sea,2003,1SS03,01,98,56.75-162,400601,,S,G/S,9/14/2003,,9/14/2003,9/14/2003,,,56.777,56.7402,,,-162.0143,-161.9915,,4.7,,66.8,,60.35,FALSE,14.26,FALSE,331.01,,13,2
20030101099,03,Bering Sea,2003,1SS03,01,99,56.5-162,400601,,S,G/S,9/14/2003,,9/14/2003,9/14/2003,,,56.5225,56.4878,,,-162.0093,-161.9918,,4.3,,63.8,,61.81,FALSE,13.53,FALSE,331.01,,13,2
20030101100,03,Bering Sea,2003,1SS03,01,100,56.25-162,400601,,S,G/S,9/15/2003,,9/15/2003,9/15/2003,,,56.273,56.2357,,,-162.0068,-161.9963,,4.6,,82.4,,63.09,FALSE,13.9,FALSE,331.01,,1,2
20030101101,03,Bering Sea,2003,1SS03,01,101,56-162,400601,,S,G/S,9/15/2003,,9/15/2003,9/15/2003,,,56.0222,55.9815,,,-161.9988,-162.0027,,4.8,,53.7,,60.17,FALSE,12.44,FALSE,331.01,,1,2
20030101102,03,Bering Sea,2003,1SS03,01,102,56.5-161,400601,,S,G/S,9/15/2003,,9/15/2003,9/15/2003,,,56.5125,56.488,,,-160.9843,-161.0507,,5.3,,62.8,,59.07,FALSE,10.97,FALSE,331.01,,13,2
20030101103,03,Bering Sea,2003,1SS03,01,103,56.75-161,400601,,S,G/S,9/15/2003,,9/15/2003,9/15/2003,,,56.7577,56.7433,,,-160.9672,-161.0323,,4.5,,62.4,,61.08,FALSE,12.07,FALSE,331.01,Too windy for bongo!,13,2
20030101104,03,Bering Sea,2003,1SS03,01,104,58-167,300400,,S,G/S,9/23/2003,,9/23/2003,9/23/2003,,,58.008,57.9897,,,-166.979,-167.0423,,4.59,,60,,45.72,FALSE,9.14,FALSE,329.18,Start leg 3. Med. Spread on door hook-up; 300400 is modified 400 into 300,13,2
20030101105,03,Bering Sea,2003,1SS03,01,105,58-167.5,300400,,S,G/S,9/24/2003,,9/24/2003,9/24/2003,,,58.0088,57.9993,,,-167.459,-167.5247,,4.3,,63,,44.81,FALSE,9.69,FALSE,329.18,Med. Spread on door hook-up; 300400 is modified 400 into 300,13,2
20030101106,03,Bering Sea,2003,1SS03,01,106,58-168,300400,,S,G/S,9/24/2003,,9/24/2003,9/24/2003,,,58.0032,57.9988,,,-167.9465,-168.013,,4.3,,66,,45.35,FALSE,9.14,FALSE,329.18,Med. Spread on door hook-up; 300400 is modified 400 into 300,3,2
20030101107,03,Bering Sea,2003,1SS03,01,107,58-168.5,300400,,S,G/S,9/24/2003,,9/24/2003,9/24/2003,,,58.0193,57.9928,,,-168.4645,-168.5147,,4.5,,66,,45.72,FALSE,10.61,FALSE,331.01,Med. Spread on door hook-up; 300400 is modified 400 into 300. bongo 333 frozen,3,2
20030101108,03,Bering Sea,2003,1SS03,01,108,58-169,300400,,S,G/S,9/24/2003,,9/24/2003,9/24/2003,,,58.015,57.9825,,,-168.9807,-169.0275,,4.9,,68,,44.81,FALSE,9.51,FALSE,331.01,Med. Spread on door hook-up; 300400 is modified 400 into 300,3,2
20030101109,03,Bering Sea,2003,1SS03,01,109,58-169.5,300400,,S,G/S,9/24/2003,,9/24/2003,9/24/2003,,,58.0238,57.989,,,-169.487,-169.5145,,4.4,,66,,44.44,FALSE,10.61,FALSE,331.01,Med. Spread on door hook-up; 300400 is modified 400 into 300,3,2
20030101110,03,Bering Sea,2003,1SS03,01,110,58-170,300400,,S,G/S,9/25/2003,,9/25/2003,9/25/2003,,,58.0248,57.9943,,,-169.9767,-170.0057,,4.2,,68,,45.72,FALSE,9.14,FALSE,329.18,Med. Spread on door hook-up; 300400 is modified 400 into 300,3,2
20030101111,03,Bering Sea,2003,1SS03,01,111,58-170.5,300400,,S,G/S,9/25/2003,,9/25/2003,9/25/2003,,,58.0242,57.9893,,,-170.4773,-170.5038,,4.4,,73,,44.81,FALSE,10.61,FALSE,331.01,Med. Spread on door hook-up; 300400 is modified 400 into 300. bongo 333 frozen.,3,2
20030101112,03,Bering Sea,2003,1SS03,01,112,59-171,300400,,S,G/S,9/25/2003,,9/25/2003,9/25/2003,,,59.021,58.983,,,-170.987,-171.0098,,4.8,,73,,46.09,FALSE,9.88,FALSE,331.01,Med. Spread on door hook-up; 300400 is modified 400 into 300,3,2
20030101113,03,Bering Sea,2003,1SS03,01,113,59-170.5,300400,,S,G/S,9/25/2003,,9/25/2003,9/25/2003,,,59.026,58.9857,,,-170.4945,-170.5075,,4.8,,68,,48.28,FALSE,9.14,FALSE,331.01,Med. Spread on door hook-up; 300400 is modified 400 into 300,3,2
20030101114,03,Bering Sea,2003,1SS03,01,114,59-170,300400,,S,G/S,9/26/2003,,9/26/2003,9/26/2003,,,59.0253,58.9893,,,-169.994,-170.0023,,4.3,,62,,47.55,FALSE,9.51,FALSE,331.01,Med. Spread on door hook-up; 300400 is modified 400 into 300; coccolithophore area-green water,3,2
20030101115,03,Bering Sea,2003,1SS03,01,115,59-169.5,300400,,S,G/S,9/26/2003,,9/26/2003,9/26/2003,,,59.0313,58.9977,,,-169.4962,-169.498,,4.2,,56,,47.18,FALSE,9.33,FALSE,331.01,Med. Spread on door hook-up; 300400 is modified 400 into 300,3,2
20030101116,03,Bering Sea,2003,1SS03,01,116,59-169,300400,,S,G/S,9/26/2003,,9/26/2003,9/26/2003,,,59.0023,58.999,,,-169.0325,-168.9538,,4.5,,49,,54.86,FALSE,9.14,FALSE,374.90,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Changed door legs for increased speed.,3,2
20030101117,03,Bering Sea,2003,1SS03,01,117,59-168.5,300400,,S,G/S,9/26/2003,,9/26/2003,9/26/2003,,,59.0013,58.9972,,,-168.53,-168.4598,,4.5,,43,,53.04,FALSE,10.06,FALSE,384.05,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. bongo 333 frozen,2,1
20030101118,03,Bering Sea,2003,1SS03,01,118,59-168,300400,,S,G/S,9/26/2003,,9/26/2003,9/26/2003,,,59.0017,58.9995,,,-168.0433,-167.982,,3.8,,38,,54.32,FALSE,9.14,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,2,1
20030101119,03,Bering Sea,2003,1SS03,01,119,59-167.5,300400,,S,G/S,9/27/2003,,9/27/2003,9/27/2003,,,59.0032,58.9992,,,-167.5302,-167.4725,,3.7,,37,,52.85,FALSE,8.41,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,2,1
20030101120,03,Bering Sea,2003,1SS03,01,120,59-167,300400,,S,G/S,9/27/2003,,9/27/2003,9/27/2003,,,59.0052,58.9987,,,-167.0313,-166.9672,,4.1,,35,,55.78,FALSE,8.78,FALSE,420.62,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,2,1
20030101121,03,Bering Sea,2003,1SS03,01,121,60-168,300400,,S,G/S,9/27/2003,,9/27/2003,9/27/2003,,,60.0095,60.0107,,,-168.05,-168.1133,,3.9,,25,,55.23,FALSE,10.06,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,2,1
20030101122,03,Bering Sea,2003,1SS03,01,122,60-168.5,300400,,S,G/S,9/27/2003,,9/27/2003,9/27/2003,,,60.0015,59.9965,,,-168.4582,-168.5225,,3.9,,34,,54.86,FALSE,9.14,FALSE,411.48,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333,4,1
20030101123,03,Bering Sea,2003,1SS03,01,123,60-169,300400,,S,G/S,9/27/2003,,9/27/2003,9/27/2003,,,60.0028,59.9948,,,-168.9637,-169.036,,4.5,,38,,53.58,FALSE,9.69,FALSE,411.48,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101124,03,Bering Sea,2003,1SS03,01,124,60-169.5,300400,,S,G/S,9/27/2003,,9/27/2003,9/28/2003,,,60.008,59.9883,,,-169.4738,-169.5468,,5,,80,,54.68,FALSE,8.96,FALSE,411.48,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101125,03,Bering Sea,2003,1SS03,01,125,60-170,300400,,S,G/S,9/28/2003,,9/28/2003,9/28/2003,,,60.0113,59.9933,,,-169.971,-170.0358,,4.5,,52,,54.86,FALSE,8.23,FALSE,411.48,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,16,2
20030101126,03,Bering Sea,2003,1SS03,01,126,60-170.5,300400,,S,G/S,9/28/2003,,9/28/2003,9/28/2003,,,60.0233,59.9925,,,-170.4842,-170.5057,,3.9,,60,,53.22,FALSE,10.06,FALSE,393.19,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Canceled oceanography due to weather.,16,2
20030101127,03,Bering Sea,2003,1SS03,01,127,61-171.5,300400,,S,G/S,10/2/2003,,10/2/2003,10/2/2003,,,61.0128,60.9978,,,-171.5545,-171.5007,,3.6,,58,,54.68,FALSE,9.14,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,16,2
20030101128,03,Bering Sea,2003,1SS03,01,128,61-171,300400,,S,G/S,10/2/2003,,10/2/2003,10/2/2003,,,61.0202,61.0022,,,-171.0442,-170.9937,,3.7,,53,,54.5,FALSE,9.51,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Two murres in trawl.,16,2
20030101129,03,Bering Sea,2003,1SS03,01,129,61-170.5,300400,,S,G/S,10/2/2003,,10/2/2003,10/2/2003,,,61.0205,60.9965,,,-170.5337,-170.4813,,4.2,,49,,55.05,FALSE,8.78,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,16,1
20030101130,03,Bering Sea,2003,1SS03,01,130,61-170,300400,,S,G/S,10/3/2003,,10/3/2003,10/3/2003,,,61.011,60.9895,,,-170.0357,-169.9695,,4.7,,46,,55.05,FALSE,10.06,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101131,03,Bering Sea,2003,1SS03,01,131,61-169.5,300400,,S,G/S,10/3/2003,,10/3/2003,10/3/2003,,,61.0092,60.9955,,,-169.5353,-169.4685,,4.2,,40,,56.51,FALSE,9.33,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101132,03,Bering Sea,2003,1SS03,01,132,61-169,300400,,S,G/S,10/3/2003,,10/3/2003,10/3/2003,,,61.0022,61.0008,,,-169.0448,-168.9852,,3.5,,34,,54.13,FALSE,9.33,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101133,03,Bering Sea,2003,1SS03,01,133,61-168.5,300400,,S,G/S,10/3/2003,,10/3/2003,10/3/2003,,,61.0022,61.0015,,,-168.543,-168.478,,3.8,,31,,54.86,FALSE,9.88,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101134,03,Bering Sea,2003,1SS03,01,134,61-168,300400,,S,G/S,10/3/2003,,10/3/2003,10/3/2003,,,61.005,61.0038,,,-168.04,-167.9592,,4.6,,26,,55.23,FALSE,10.61,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333.,4,1
20030101135,03,Bering Sea,2003,1SS03,01,135,61-167.5,300400,,S,G/S,10/3/2003,,10/3/2003,10/4/2003,,,61.0018,61,,,-167.523,-167.4323,,5.3,,22,,54.86,FALSE,9.33,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101136,03,Bering Sea,2003,1SS03,01,136,61-167,300400,,S,G/S,10/4/2003,,10/4/2003,10/4/2003,,,61.0027,61.0013,,,-167.0375,-166.9597,,4.5,,20,,53.77,FALSE,9.14,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101137,03,Bering Sea,2003,1SS03,01,137,62-167,300400,,S,G/S,10/4/2003,,10/4/2003,10/4/2003,,,61.9963,62.0062,,,-166.9642,-167.0352,,4.2,,27,,56.69,FALSE,9.51,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101138,03,Bering Sea,2003,1SS03,01,138,62-167.5,300400,,S,G/S,10/4/2003,,10/4/2003,10/4/2003,,,62.0008,62.001,,,-167.4795,-167.5633,,4.8,,22,,54.86,FALSE,10.42,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333,4,1
20030101139,03,Bering Sea,2003,1SS03,01,139,62-168,300400,,S,G/S,10/4/2003,,10/4/2003,10/4/2003,,,62.0032,62.0017,,,-167.9678,-168.046,,4.4,,25,,55.78,FALSE,10.24,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101140,03,Bering Sea,2003,1SS03,01,140,62-168.5,300400,,S,G/S,10/4/2003,,10/4/2003,10/4/2003,,,62.0008,62.0017,,,-168.4602,-168.5298,,3.9,,29,,58.5,FALSE,11.2,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Lost 3rd wire during set.,4,1
20030101141,03,Bering Sea,2003,1SS03,01,141,62-169,300400,,S,G/S,10/5/2003,,10/5/2003,10/5/2003,,,62.0013,61.9993,,,-168.9538,-169.0168,,3.5,,34,,54.13,FALSE,9.33,FALSE,402.34,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Cable scope cutting out intermitantly. Incorrect readout of wire out, hit bottom with CTD.",4,1
20030101142,03,Bering Sea,2003,1SS03,01,142,62-169.5,300400,,S,G/S,10/5/2003,,10/5/2003,10/5/2003,,,62.0008,61.9993,,,-169.457,-169.5262,,3.9,,38,,55.78,FALSE,9.69,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,4,1
20030101143,03,Bering Sea,2003,1SS03,01,143,63-166,300400,,S,G/S,10/5/2003,,10/5/2003,10/5/2003,,,63.0205,62.9788,,,-165.9987,-166.0012,,5.2,,18,,49.93,FALSE,9.51,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Sunrise 9:15-9:30. Slow run to station due to current-late start. Tide current SW.,7,1
20030101144,03,Bering Sea,2003,1SS03,01,144,63-166.5,300400,,S,G/S,10/5/2003,,10/5/2003,10/5/2003,,,63.0213,62.9848,,,-166.4972,-166.4953,,4.4,,19,,53.04,FALSE,9.14,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333,11,1
20030101145,03,Bering Sea,2003,1SS03,01,145,63-167,300400,,S,G/S,10/5/2003,,10/5/2003,10/5/2003,,,63.0223,62.9875,,,-167.0045,-166.9973,,4.2,,22,,54.32,FALSE,9.14,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,11,1
20030101146,03,Bering Sea,2003,1SS03,01,146,63-167.5,300400,,S,G/S,10/6/2003,,10/6/2003,10/6/2003,,,63.0082,62.9883,,,-167.5078,-167.4977,,4.4,,31,,53.22,FALSE,9.14,FALSE,402.34,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333, tow distance seems a little short (2.26km) start and stop position, time, matches original datasheets.",11,1
20030101147,03,Bering Sea,2003,1SS03,01,147,63-168,300400,,S,G/S,10/6/2003,,10/6/2003,10/6/2003,,,63.0133,62.9758,,,-168.0067,-167.9827,,4.8,,22,,53.77,FALSE,9.69,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Sunset during haul.,11,1
20030101148,03,Bering Sea,2003,1SS03,01,148,60-172.5,300400,,S,G/S,10/8/2003,,10/8/2003,10/8/2003,,,60.0087,59.9907,,,-172.5342,-172.4725,,4.6,,62,,53.4,FALSE,9.33,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300,16,2
20030101149,03,Bering Sea,2003,1SS03,01,149,60-172,300400,,S,G/S,10/8/2003,,10/8/2003,10/8/2003,,,60.0097,59.9905,,,-172.0463,-171.9822,,4.3,,62,,54.5,FALSE,9.88,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333,16,2
20030101150,03,Bering Sea,2003,1SS03,01,150,60-171.5,300400,,S,G/S,10/8/2003,,10/8/2003,10/8/2003,,,60.0128,59.9937,,,-171.5365,-171.4823,,4,,63,,53.04,FALSE,10.42,FALSE,402.34,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Real time lost during CTD cast @ 35m, re-deployed CTD without real time.",16,2
20030101151,03,Bering Sea,2003,1SS03,01,151,60-171,300400,,S,G/S,10/9/2003,,10/9/2003,10/9/2003,,,60.0173,59.9963,,,-171.0357,-170.9838,,4,,66,,53.4,FALSE,9.88,FALSE,402.34,Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. Lots of small salp-like jellies in bongo. CTD data not collected real time. Freeze bongo 333,16,2
20040101001,03,Bering Sea,2004,1SS04,01,1,55-165,400601,,S,G/S,8/14/2004,,8/14/2004,8/14/2004,,,55.0242,55.0627,,,-164.9985,-164.9952,,4.9,,105,,60.35,FALSE,14.63,FALSE,347.47,TSG not functioning. ST from head rope sensor.,1,4
20040101002,03,Bering Sea,2004,1SS04,01,2,56.5-161,400601,,S,G/S,8/15/2004,,8/15/2004,8/15/2004,,,56.5147,56.5502,,,-161.0083,-161.0355,,4.6,,65,,58.52,FALSE,15,FALSE,365.7,"Hydraulic leak this morning, delayed start.",13,2
20040101003,03,Bering Sea,2004,1SS04,01,3,56.75-160,400601,,S,G/S,8/15/2004,,8/15/2004,8/15/2004,,,56.6725,56.7053,,,-159.9998,-160.0125,,4,,44.1,,60.35,FALSE,12.8,FALSE,398.68,,12,1
20040101004,03,Bering Sea,2004,1SS04,01,4,57-159,400601,,S,G/S,8/16/2004,,8/16/2004,8/16/2004,,,57.003,57.0355,,,-159.1638,-159.1598,,4,,33,,60.35,FALSE,13.35,FALSE,398.68,Station offshore of mark to deeper water,12,1
20040101005,03,Bering Sea,2004,1SS04,01,5,57.5-159,400601,,S,G/S,8/16/2004,,8/16/2004,8/16/2004,,,57.5137,57.5587,,,-158.9925,-159.003,,4.5,,46.5,,58.52,FALSE,16.09,FALSE,429.77,First 5 min of tow not correct; left in the water fishing for 5 more min.,12,1
20040101006,03,Bering Sea,2004,1SS04,01,6,58-159,400601,,S,G/S,8/16/2004,,8/16/2004,8/16/2004,,,58.0008,58.0143,,,-158.9995,-158.9583,,3.5,,42,,49.01,FALSE,16.46,FALSE,457.2,"Lots of current/net collapse and open through tow, surface and sink.",12,1
20040101007,03,Bering Sea,2004,1SS04,01,7,58-160,400601,,S,G/S,8/16/2004,,8/16/2004,8/16/2004,,,57.9877,57.9567,,,-160.0082,-160.0287,,3.9,,48.2,,64.01,FALSE,14.63,FALSE,400.51,,12,1
20040101008,03,Bering Sea,2004,1SS04,01,8,57.5-160,400601,,S,G/S,8/16/2004,,8/16/2004,8/17/2004,,,57.498,57.497,,,-159.973,-159.9178,,3.6,,55,,59.44,FALSE,13.72,FALSE,398.68,,13,2
20040101009,03,Bering Sea,2004,1SS04,01,9,57-160,400601,,S,G/S,8/17/2004,,8/17/2004,8/17/2004,,,56.9965,56.9707,,,-160.0107,-160.0588,,4.5,,59.7,,59.25,FALSE,14.26,FALSE,384.05,,13,2
20040101010,03,Bering Sea,2004,1SS04,01,10,57-161,400601,,S,G/S,8/17/2004,,8/17/2004,8/17/2004,,,57.0118,57.0463,,,-161.0013,-161.0008,,4.3,,66,,61.26,FALSE,14.63,FALSE,384.05,,13,2
20040101011,03,Bering Sea,2004,1SS04,01,11,57.5-161,400601,,S,G/S,8/17/2004,,8/17/2004,8/17/2004,,,57.5193,57.554,,,-160.997,-160.9943,,4.2,,59,,60.35,FALSE,15.36,FALSE,398.68,,13,2
20040101012,03,Bering Sea,2004,1SS04,01,12,58-161,400601,,S,G/S,8/17/2004,,8/17/2004,8/17/2004,,,58.0038,58.0153,,,-160.9722,-160.9038,,4.6,,44.6,,60.35,FALSE,14.63,FALSE,384.05,,12,1
20040101013,03,Bering Sea,2004,1SS04,01,13,58.5-162,400601,,S,G/S,8/18/2004,,8/18/2004,8/18/2004,,,58.5042,58.5237,,,-162.021,-162.0788,,4.3,,36,,61.08,FALSE,15.18,FALSE,382.22,,12,1
20040101014,03,Bering Sea,2004,1SS04,01,14,58-162,400601,,S,G/S,8/18/2004,,8/18/2004,8/18/2004,,,58.0028,58.0023,,,-162.0338,-162.1122,,5,,36.2,,59.44,FALSE,15.73,FALSE,382.22,"Shark destroyed set, no scales on salmon.",12,1
20040101015,03,Bering Sea,2004,1SS04,01,15,57.5-162,400601,,S,G/S,8/18/2004,,8/18/2004,8/18/2004,,,57.5048,57.5128,,,-162.023,-162.0865,,4.3,,47.8,,60.35,FALSE,14.45,FALSE,382.22,,12,1
20040101016,03,Bering Sea,2004,1SS04,01,16,57-162,400601,,S,G/S,8/19/2004,,8/19/2004,8/19/2004,,,57.0017,57.0027,,,-162.029,-162.0967,,4.5,,61.8,,59.44,FALSE,15,FALSE,382.22,,13,2
20040101017,03,Bering Sea,2004,1SS04,01,17,56.5-162,400601,,S,G/S,8/19/2004,,8/19/2004,8/19/2004,,,56.4965,56.4907,,,-162.0272,-162.0875,,4,,63.6,,59.98,FALSE,15,FALSE,393.19,,1,2
20040101018,03,Bering Sea,2004,1SS04,01,18,55.5-163,400601,,S,G/S,8/19/2004,,8/19/2004,8/19/2004,,,55.5157,55.5333,,,-162.9933,-162.9848,,4,,45.2,,53.04,FALSE,17.19,FALSE,384.05,"Jelly fish fouled the net, messed up trawl dimensions. Near Amak I. trawl distance seems a little short (2.04km) start and stop position, time, match original datasheets.",1,1
20040101019,03,Bering Sea,2004,1SS04,01,19,56-163,400601,,S,G/S,8/19/2004,,8/19/2004,8/19/2004,,,56.0165,56.0503,,,-162.9933,-162.9768,,4.2,,86.3,,56.69,FALSE,17.01,FALSE,382.22,"Jelly fish fouled the net again, net started to sink towards the end.",1,2
20040101020,03,Bering Sea,2004,1SS04,01,20,56.5-163,400601,,S,G/S,8/19/2004,,8/19/2004,8/19/2004,,,56.5138,56.5448,,,-162.9955,-162.9885,,3.5,,79.6,,57.61,FALSE,15.54,FALSE,365.7,trouble keeping net on surface,13,2
20040101021,03,Bering Sea,2004,1SS04,01,21,57-163,400601,,S,G/S,8/20/2004,,8/20/2004,8/20/2004,,,56.9837,56.9585,,,-162.9805,-162.9443,,4,,61.9,,59.44,FALSE,12.8,FALSE,382.22,put chains back on middle bridle,13,2
20040101022,03,Bering Sea,2004,1SS04,01,22,57.5-163,400601,,S,G/S,8/20/2004,,8/20/2004,8/20/2004,,,57.517,57.5458,,,-162.9917,-162.9672,,3.9,,49.6,,60.53,FALSE,14.63,FALSE,382.22,,12,1
20040101023,03,Bering Sea,2004,1SS04,01,23,58-163,400601,,S,G/S,8/20/2004,,8/20/2004,8/20/2004,,,58.0115,58.0297,,,-163.034,-163.0987,,4.3,,40.5,,58.52,FALSE,14.63,FALSE,400.51,,12,1
20040101024,03,Bering Sea,2004,1SS04,01,24,58.5-163,400601,,S,G/S,8/20/2004,,8/20/2004,8/20/2004,,,58.5098,58.5258,,,-163.019,-163.0698,,3.5,,30.2,,60.35,FALSE,14.08,FALSE,382.22,,12,1
20040101025,03,Bering Sea,2004,1SS04,01,25,59-164,400601,,S,G/S,8/21/2004,,8/21/2004,8/21/2004,,,58.9943,58.9672,,,-164.0115,-164.0615,,4.3,,27.2,,61.26,FALSE,14.81,FALSE,382.22,,12,1
20040101026,03,Bering Sea,2004,1SS04,01,26,59-165,400601,,S,G/S,8/21/2004,,8/21/2004,8/21/2004,,,58.9997,58.999,,,-165.0168,-165.0948,,4.9,,26.3,,60.35,FALSE,15,FALSE,382.22,,12,1
20040101027,03,Bering Sea,2004,1SS04,01,27,58.5-165,400601,,S,G/S,8/21/2004,,8/21/2004,8/21/2004,,,58.5115,58.5255,,,-165.0137,-165.0745,,4.2,,40.9,,60.35,FALSE,13.17,FALSE,382.22,,12,1
20040101028,03,Bering Sea,2004,1SS04,01,28,58-165,400601,,S,G/S,8/22/2004,,8/22/2004,8/22/2004,,,58.001,57.994,,,-165.0177,-165.0815,,4.2,,48.2,,61.81,FALSE,14.81,FALSE,382.22,weather came up; last tow for the day,12,1
20040101029,03,Bering Sea,2004,1SS04,01,29,58.5-164,400601,,S,G/S,8/24/2004,,8/24/2004,8/24/2004,,,58.491,58.4845,,,-164.0632,-164.1367,,4.8,,36.8,,59.44,FALSE,14.63,FALSE,382.22,1.5 weather days,12,1
